event_id,t_sec,alarm
EVT0123,465,BASIS_WEIGHT_OFF_SPEC
EVT0124,0,BASIS_WEIGHT_OFF_SPEC
EVT0124,75,BASIS_WEIGHT_OFF_SPEC
EVT0124,150,BASIS_WEIGHT_OFF_SPEC
EVT0124,225,BASIS_WEIGHT_OFF_SPEC
EVT0124,300,BASIS_WEIGHT_OFF_SPEC
EVT0124,375,BASIS_WEIGHT_OFF_SPEC
EVT0124,450,BASIS_WEIGHT_OFF_SPEC
EVT0124,525,BASIS_WEIGHT_OFF_SPEC
EVT0124,600,BASIS_WEIGHT_OFF_SPEC
EVT0124,705,BASIS_WEIGHT_OFF_SPEC
EVT0125,0,BASIS_WEIGHT_OFF_SPEC
EVT0125,75,BASIS_WEIGHT_OFF_SPEC
EVT0125,150,BASIS_WEIGHT_OFF_SPEC
EVT0125,225,BASIS_WEIGHT_OFF_SPEC
EVT0125,300,BASIS_WEIGHT_OFF_SPEC
EVT0125,420,BASIS_WEIGHT_OFF_SPEC
EVT0126,0,BASIS_WEIGHT_OFF_SPEC
EVT0126,75,BASIS_WEIGHT_OFF_SPEC
EVT0126,150,BASIS_WEIGHT_OFF_SPEC
EVT0126,225,BASIS_WEIGHT_OFF_SPEC
EVT0126,300,BASIS_WEIGHT_OFF_SPEC
EVT0126,375,BASIS_WEIGHT_OFF_SPEC
EVT0127,0,BASIS_WEIGHT_OFF_SPEC
EVT0127,75,BASIS_WEIGHT_OFF_SPEC
EVT0127,150,BASIS_WEIGHT_OFF_SPEC
EVT0127,225,BASIS_WEIGHT_OFF_SPEC
EVT0127,300,BASIS_WEIGHT_OFF_SPEC
EVT0128,0,BASIS_WEIGHT_OFF_SPEC
EVT0128,75,BASIS_WEIGHT_OFF_SPEC
EVT0128,150,BASIS_WEIGHT_OFF_SPEC
EVT0128,225,BASIS_WEIGHT_OFF_SPEC
EVT0128,300,BASIS_WEIGHT_OFF_SPEC
EVT0128,510,BASIS_WEIGHT_OFF_SPEC
EVT0129,0,BASIS_WEIGHT_OFF_SPEC
EVT0129,75,BASIS_WEIGHT_OFF_SPEC
EVT0129,150,BASIS_WEIGHT_OFF_SPEC
EVT0129,225,BASIS_WEIGHT_OFF_SPEC
EVT0129,300,BASIS_WEIGHT_OFF_SPEC
EVT0129,375,BASIS_WEIGHT_OFF_SPEC
EVT0129,450,BASIS_WEIGHT_OFF_SPEC
EVT0129,525,BASIS_WEIGHT_OFF_SPEC
EVT0129,615,BASIS_WEIGHT_OFF_SPEC
EVT0130,0,BASIS_WEIGHT_OFF_SPEC
EVT0130,75,BASIS_WEIGHT_OFF_SPEC
EVT0130,150,BASIS_WEIGHT_OFF_SPEC
EVT0130,225,BASIS_WEIGHT_OFF_SPEC
EVT0130,300,BASIS_WEIGHT_OFF_SPEC
EVT0130,375,BASIS_WEIGHT_OFF_SPEC
EVT0130,450,BASIS_WEIGHT_OFF_SPEC
EVT0130,540,BASIS_WEIGHT_OFF_SPEC
EVT0130,795,BASIS_WEIGHT_OFF_SPEC
EVT0131,0,BASIS_WEIGHT_OFF_SPEC
EVT0131,75,BASIS_WEIGHT_OFF_SPEC
EVT0131,150,BASIS_WEIGHT_OFF_SPEC
EVT0131,225,BASIS_WEIGHT_OFF_SPEC
EVT0131,300,BASIS_WEIGHT_OFF_SPEC
EVT0131,375,BASIS_WEIGHT_OFF_SPEC
EVT0131,450,BASIS_WEIGHT_OFF_SPEC
EVT0131,525,BASIS_WEIGHT_OFF_SPEC
EVT0131,600,BASIS_WEIGHT_OFF_SPEC
EVT0131,675,BASIS_WEIGHT_OFF_SPEC
EVT0131,765,BASIS_WEIGHT_OFF_SPEC
EVT0131,840,BASIS_WEIGHT_OFF_SPEC
EVT0132,0,BASIS_WEIGHT_OFF_SPEC
EVT0132,75,BASIS_WEIGHT_OFF_SPEC
EVT0132,150,BASIS_WEIGHT_OFF_SPEC
EVT0132,225,BASIS_WEIGHT_OFF_SPEC
EVT0132,300,BASIS_WEIGHT_OFF_SPEC
EVT0132,375,BASIS_WEIGHT_OFF_SPEC
EVT0133,0,BASIS_WEIGHT_OFF_SPEC
EVT0133,75,BASIS_WEIGHT_OFF_SPEC
EVT0133,150,BASIS_WEIGHT_OFF_SPEC
EVT0133,225,BASIS_WEIGHT_OFF_SPEC
EVT0133,300,BASIS_WEIGHT_OFF_SPEC
EVT0133,375,BASIS_WEIGHT_OFF_SPEC
EVT0133,450,BASIS_WEIGHT_OFF_SPEC
EVT0134,0,BASIS_WEIGHT_OFF_SPEC
EVT0134,75,BASIS_WEIGHT_OFF_SPEC
EVT0134,150,BASIS_WEIGHT_OFF_SPEC
EVT0134,225,BASIS_WEIGHT_OFF_SPEC
EVT0134,300,BASIS_WEIGHT_OFF_SPEC
EVT0134,375,BASIS_WEIGHT_OFF_SPEC
EVT0134,450,BASIS_WEIGHT_OFF_SPEC
EVT0134,525,BASIS_WEIGHT_OFF_SPEC
EVT0134,600,BASIS_WEIGHT_OFF_SPEC
EVT0134,675,BASIS_WEIGHT_OFF_SPEC
EVT0134,750,BASIS_WEIGHT_OFF_SPEC
EVT0134,945,BASIS_WEIGHT_OFF_SPEC
EVT0135,0,BASIS_WEIGHT_OFF_SPEC
EVT0135,75,BASIS_WEIGHT_OFF_SPEC
EVT0135,150,BASIS_WEIGHT_OFF_SPEC
EVT0135,225,BASIS_WEIGHT_OFF_SPEC
EVT0135,300,BASIS_WEIGHT_OFF_SPEC
EVT0135,375,BASIS_WEIGHT_OFF_SPEC
EVT0135,450,BASIS_WEIGHT_OFF_SPEC
EVT0135,525,BASIS_WEIGHT_OFF_SPEC
EVT0136,0,BASIS_WEIGHT_OFF_SPEC
EVT0136,75,BASIS_WEIGHT_OFF_SPEC
EVT0136,150,BASIS_WEIGHT_OFF_SPEC
EVT0136,225,BASIS_WEIGHT_OFF_SPEC
EVT0136,300,BASIS_WEIGHT_OFF_SPEC
EVT0136,375,BASIS_WEIGHT_OFF_SPEC
EVT0136,480,BASIS_WEIGHT_OFF_SPEC
EVT0137,0,BASIS_WEIGHT_OFF_SPEC
EVT0137,75,BASIS_WEIGHT_OFF_SPEC
EVT0137,150,BASIS_WEIGHT_OFF_SPEC
EVT0137,225,BASIS_WEIGHT_OFF_SPEC
EVT0137,300,BASIS_WEIGHT_OFF_SPEC
EVT0137,375,BASIS_WEIGHT_OFF_SPEC
EVT0137,450,BASIS_WEIGHT_OFF_SPEC
EVT0137,525,BASIS_WEIGHT_OFF_SPEC
EVT0137,600,BASIS_WEIGHT_OFF_SPEC
EVT0137,675,BASIS_WEIGHT_OFF_SPEC
EVT0137,750,BASIS_WEIGHT_OFF_SPEC
EVT0138,0,BASIS_WEIGHT_OFF_SPEC
EVT0138,75,BASIS_WEIGHT_OFF_SPEC
EVT0138,150,BASIS_WEIGHT_OFF_SPEC
EVT0138,225,BASIS_WEIGHT_OFF_SPEC
EVT0138,300,BASIS_WEIGHT_OFF_SPEC
EVT0138,375,BASIS_WEIGHT_OFF_SPEC
EVT0138,450,BASIS_WEIGHT_OFF_SPEC
EVT0139,0,BASIS_WEIGHT_OFF_SPEC
EVT0139,75,BASIS_WEIGHT_OFF_SPEC
EVT0139,150,BASIS_WEIGHT_OFF_SPEC
EVT0139,225,BASIS_WEIGHT_OFF_SPEC
EVT0139,300,BASIS_WEIGHT_OFF_SPEC
EVT0139,375,BASIS_WEIGHT_OFF_SPEC
